Country,Location,Activity,Fatal Y/N,Species
AUSTRALIA,"Seven Shillings Beach, Middle Harbor, Sydney (Estuary)",Swimming 10 m from shore,N,Unknown
PANAMA,Panama Canal,,N,Unknown
AUSTRALIA,Townsville,Swimming,Y,Unknown
AUSTRALIA,"Kissing Point Camp, Townsville",Bathing,Y,Unknown
USA,"Sewell’s Point, near Palm Beach","Fishing, attempted to take a netted shark",Y,Unknown
USA,"off Grand Lake, Cameron Parish",Shrimping,N,Unknown
USA,"Atlantic, near New Bern, Craven County",Fishing,N,Unknown
USA,"Sheepshead Bay, Brooklyn",Swimming,N,Unknown
USA,"Sheepshead Bay, Brooklyn",Swimming,N,Unknown
USA,"In Matawan Creek, off NJ Clay Company brickyards at Cliffwood, Monmouth County, 9.5 miles from the sea, Monmouth County",Swimming,N,Said to involve a 2.7 m [9'] shark
USA,"Matawan Creek, 10 miles from the sea, Monmouth County",Swimming (recovering remains of Stilwell) ,Y,3 m [10'] shark
USA,"Matawan Creek, 10 miles from the sea, Monmouth County",Swimming,Y,Unknown
BAHAMAS,50 miles off Bahamas,S.S. Ramos foundered in a hurricane. Captain & 14 crew in water-logged lifeboats. ,Y,Unknown
SPAIN,Las Palmas,Diving,N,Unknown
PHILIPPINES,"Olongapo Harbor, Subic Bay",Bathing,N,Unknown
USA,"Spring Lake, Monmouth County",Swimming,Y,Thought to involve a 2.6 m [8.5'] white shark
USA,"Beach Haven, Ocean County",Swimming,Y,Thought to involve a 2.6 m [8.5'] white shark
USA,"Atlantic City, Atlantic County",Swimming,N,Unknown
AUSTRALIA,Manley Beach,Swimming,Y,Unknown
AUSTRALIA,Carrum,Clinging to overturned rowing boat,Y,Unknown
AUSTRALIA,Curl Curl,Bathing,N,Unknown
AUSTRALIA, Thursday Island,Diving,N,Unknown
AUSTRALIA,"Cabbage Tree Creek, Sandgate",Bathing,N,Unknown
AUSTRALIA,Manly,Bathing,N,Unknown
USA,"St. Augustine, St Johns County",,N,Unknown
MEXICO,Tampico,Fishing,Y,Unknown
MEXICO,Santa Maria Bar,Wading,Y,Unknown
EGYPT,Alexandria,Fell overboard,N,Shark involvement prior to death unconfirmed
AUSTRALIA,Near Thursday Island,Skin diving for trepang but at surface next to the boat,N,3 m [10'] shark
AUSTRALIA,Wynnum-Manley,Swimming,N,Unknown
NEW ZEALAND,Otaki,Fishing,N,Shark involvement prior to death unconfirmed
AUSTRALIA,"Sirius Cove, Sydney Harbor",Bathing,Y,Unknown
USA,"Soldier Key, Miami-Dade County",,N,"Reported to involve a 3.7 m [12'] shark, possibly a white shark"
AUSTRALIA,Magnetic Island,Swimming,N,Unknown
SAMOA,Opposite Apelima &  Manona,Copra vessel with 19 on board was wrecked in a squall,N,Unknown
JAMAICA,Port Royal,Fell overboard,Y,"A 20' shark known as ""Old Tom"""
USA,Lake Pontchartrain,Swimming,Y,Unknown
CROATIA,Biograd na moru,Washing clothes,N,1.5 m [5'] shark
USA,New Orleans,Fishing,N,Unknown
CROATIA,Rijeka,,N,6 m shark
MONTENEGRO,Between St. Stjepan and Budva,Fishing boat,N,Unknown
AUSTRALIA,Sandringham,Bathing,Y,Unknown
NEW CALEDONIA,Noumea,Swimming ashore from swamped 13-ft boat,Y,Unknown
USA,"Boca Ciega Bay, Pinellas County",Fishing,N,3' shark
USA,"St. Augustine, St Johns County",Swimming,N,Shark involvement prior to death unconfirmed
GUYANA,Essequibo River Mouth,Boat swamped,Y,Unknown
USA,"Honomu, Hawai'i",Washed into sea while picking opihi & attacked by 2 large sharks ,Y,Unknown
AUSTRALIA,Marion Bay,Wading,N,said to involve a tiger shark
AUSTRALIA,Paramatta River,Canoeing,N,Unknown
AUSTRALIA,Brisbane,Wading,N,Unknown
SOUTH AFRICA,Durban,,UNKNOWN,Unknown
USA,"Palm Beach, Palm Beach County",Fishing for mackerel,N,13' shark
CUBA,off Neuvitas,,Y,Unknown
NIGERIA,Lagos,Boat swamped,Y,Unknown
AUSTRALIA,"Sandgate Jetty, Brisbane",Swimming,N,Unknown
USA,"West Palm Beach, Palm Beach County",,N,Said to involve a 2.4 m [8'] hammerhead shark
CROATIA,Pula,,N,2 m shark
USA,"Lavalette, Ocean County",,N,Shark involvement prior to death unconfirmed
USA,"Spring Lake, Monmouth County",,N,Shark involvement prior to death unconfirmed
USA,Charleston,,Y,Unknown
COSTA RICA,Port Limon,Swimming,Y,Unknown
USA,"John's Pass, Pinellas County",Fishing,N,Unknown
SAMOA,Apia Harbor,,N,Unknown
AUSTRALIA,Thursday Island,Diving,N,Tiger shark
REUNION,Barachoise bridge,Swimming after his hat,Y,Unknown
REUNION,Barachois,Swimming,Y,Unknown
AUSTRALIA,Brighton,,N,Unknown
USA,"Tybee Island, Chatham County",Swimming,Y,Unknown
USA,Sullivan's Island,Swimming,N,8' shark
SOLOMON ISLANDS,Savo,Bathing,Y,Unknown
SOUTH AFRICA,Durban,,N,Shark involvement prior to death unconfirmed
NEW ZEALAND,Takapuna,Swimming,N,Unknown
AUSTRALIA,Bunbury,Hard hat diving,N,Unknown
AUSTRALIA,Coogee,Swimming,N,Unknown
NEW CALEDONIA,Noumea,Swimming,N,Unknown
AUSTRALIA,"Fig Tree Bridge, Lane Cove River, near Sydney ",Swimming,Y,"2.8 m [9'3""] whaler shark captured 3 days later with his remains in its gut"
FIJI,Beqa,Washed overboard,Y,Unknown
AUSTRALIA,Sydney Harbor,,N,"C. macrurus captured 48 hours after attack with tissue removed from man in its gut; species identified by G.P. Whitley,  reported as C. obscurus by  R. Steel"
AUSTRALIA,Ross Creek,Bathing,Y,Unknown
SPAIN,Isla Cabrera,Fell into the water,Y,White shark
USA,"Pensacola Bay, Escambia County",,N,Shark involvement prior to death unconfirmed
USA,Off Charleston,Fell overboard from steamship Rio Grande,Y,Unknown
AUSTRALIA,Great Barrier Reef,Diving,N,Unknown
USA,Galveston Ship Channel,Jumped overboard to rescue companion,Y,Unknown
USA,"Pensacola Bay, Escambia County",Fell overboard & swimming,Y,Unknown
USA,"Pablo Beach, Jacksonville, Duval County",Bathing,N,Unknown
SPAIN,Ceuta,Bathing,Y,Unknown
USA,Delaware Lightship,Fishing,N,Unknown
SOUTH AFRICA,Victoria Bay,Bathing,Y,Unknown
USA,"Rockport, Aransas County",Fishing,N,5' shark
SOUTH AFRICA,Victoria Bay,Swimming,Y,Unknown
AUSTRALIA,Thursday Island,Swimming,Y,Unknown
AUSTRALIA,Off Legendre Island,3-masted steel barque Glenbank foundered during a cyclone,N,Unknown
USA,"Texas City, Galveston",Swimming,N,Unknown
NEW ZEALAND,"Manukau Harbor, 6 miles south of Auckland",Fishing,Y,Unknown
CROATIA,Rijeka,,N,Questionable
AUSTRALIA,Fremantle,Shipwrecked pearling schooner,Y,Unknown
AUSTRALIA,Mackay,Bathing,N,Said to involve  9' blue shark
MEXICO,LaBarra,Swimming,N,Unknown
MOZAMBIQUE,Portuguese territory,"Steamer Durao struck rock & filled, boats capsized, passengers & crew tried to swim to shore",Y,Unknown
USA,"Off Fort Gaines, Dauphin Island, Mobile County","Unknown, their unoccupied yawlboat was recovered",N,Shark involvement prior to death unconfirmed
PANAMA,Cristobal,Fell overboard from USS cruiser Tacoma,Y,Unknown
NEW ZEALAND,"Waikanae Beach, Gisborne",Swimming,N,6' shark
USA,"Pearl Harbor, O'ahu","Hard hat diving, laying some charge of powder",N,Invalid
AUSTRALIA,Bunbury,Surf bathing,N,5.5' to 6' shark
AUSTRALIA,Newcastle Harbor,,Y,Unknown
USA,"Hilo, Hawai'i","Fishing, thrown into water by heavy sea, clinging to rocks at the water line",N,Shark involvement prior to death unconfirmed
PHILIPPINES,"Polinao Point, Manila",Swimming,UNKNOWN,6 m [20'] shark
USA,"16 miles north of Fort Pierce Inlet, Indian River County ",,N,Unknown
AUSTRALIA,20 miles off Sydney,Fell overboard,Y,Unknown
AUSTRALIA,Bondi,Fishing,N,7' shark
INDONESIA,Rhio Strait,The 2379-ton French steamer La Seyne collied with British steamer Onda & sank in minutes. Passengers jumped overboard expecting to be picked up by Onda’s boats,Y,Unknown
USA,"Lewes, Sussex County",Seine netting,N,5' shark
USA,"Pensacola Bay, Escambia County",Fell overboard from fishing schooner Halycon,Y,Unknown
USA,Rockaway,Fell overboard while fishing for sharks,N,Unknown
USA,"Panama City, Bay County",Swimming,N,Unknown
MEXICO,Zacatula,Bathing,Y,Unknown
SOUTH AFRICA,Cape Town,,Y,18-foot shark
AUSTRALIA,"Middleton Reef, 300 nm from Brisbane","1446-ton Norwegian barque Errol, bound from Peru to Newcastle with 22 on board wrecked. Survivors shelterd on the wreck of the Annasona. Subsequently the Master, his wife & 4 children perished along with several crew. Survivors (5) were rescued 7/12/1909",Y,Unknown
SPAIN,"Puente Mayorga, San Roque, Cádiz",Fishing,N,Unknown
USA,"Pa'uwela, Maui",Reported swept away by waves while gathering opihi,N,Questionable
SOUTH AFRICA,Possession Island,Wreck of the 1308-ton Norwegian ship Auckland,Y,Unknown
ITALY,"Off Capo San Croce, near Augusta (Catania)","On December 28, 1908, an earthquake, followed by tsunamis, destroyed coastal towns in Silcily and southern Italy, killing more than 100,000 people",N,Shark involvement prior to death was not confirmed
AUSTRALIA,Woy Woy,,N,Unknown
SOUTH AFRICA,Stilbaai,Swimming,Y,Unknown
AUSTRALIA,Thursday Island,Fell from the jetty,Y,Remains recovered from 3 sharks
USA,"Redondo, Los Angeles County",On fishing boat & trailing hand in the water,N,Unknown
SPAIN,Cape Finisterre,Fell overboard from P&O steamship Arabia,Y,Unknown
SPAIN,"Tazacorte, La Palma",,N,Questionable
CROATIA,Medola,Watercraft,Y,"Species unknown, possible white shark"
EGYPT,Off Ras Gharib,The 168-ton Belmore foundered in heavy seas,Y,Unknown
PAPUA NEW GUINEA,Matupi,.,Y,Allegedly a 33-foot shark
INDONESIA,Jakarta Harbor,native boats sunk in storm,Y,Unknown
USA," Marathon, Monroe County",,N,Questionable
USA,"Mana, Kaua'i",Gathering fish stunned by dynamite,Y,Unknown
AUSTRALIA,"Middle Harbour, Sugarloaf Bay, Sydney (Estuary)",Bathing,Y,Bull shark
AUSTRALIA,Near Thursday Island,Bathing,Y,Unknown
CHINA,"Sharp Peak, Sai Kung Peninsula, New Territories",Fishing,N,Shark involvement probable
CHINA,"Sharp Peak, Sai Kung Peninsula, New Territories",Fishing,Y,Shark involvement probable
AUSTRALIA,"Merewether Beach, near Newcastle",Bathing,N,Unknown
HAITI,Aux Cayes (now Les Cayes),Reached out to disentangle rope & fell overboard,N,Invalid
USA," Kalepolepo, Kihei, Maui","Diving, retrieving fish caught in net ",N,Unknown
CROATIA,"Sucurja, Hvar Island,",Swimming,Y,Unknown
CROATIA,Krk Island,Swimming,Y,Unknown
CROATIA,Krk Island,Swimming,Y,Unknown
USA,Lower Delaware Bay,Wading,N,Unknown
CROATIA,"Sućuraj, Hvar Island",Swimming,Y,Unknown
AUSTRALIA,Karra Garra,.,N,Questionable
USA,Small creek near Coles Island,Floating in creek,N,1.5 m [5'] shark
MEXICO,Salina Cruz,Bathing,N,Unknown
USA,"Garden Key, Charlotte County","Fishing,  tarpon being chased by shark  leapt across his skiff, breaking it in half & Larkin became tangled in the net",Y,Unknown
MALTA,Marsaskala,Fishing,Y,"White shark, 6 m"
PHILIPPINES,Manila Bay,"Row boat (from the gunboat Elcano) was sinking, put finger in hole",N,Unknown
NEW ZEALAND,Port Moeraki,Standing,Y,Unknown
AUSTRALIA,Ross Creek,Bathing,Y,Unknown
VIETNAM,Nha Trang,Fishing,N,Unknown
USA,"Pepe'ekeo, Honomu, Hawai'i","Net fishing, fell into the water",Y,Unknown
JAMAICA,Cabaritta River mouth,Fishing,N,Unknown
INDONESIA,Lorok Bay,Swimming,N,Unknown
INDONESIA,Lorok Bay,Swimming,Y,Unknown
AUSTRALIA,Mabiuag,Swimming,Y,Unknown
USA,"Avalon, Los Angeles County",Fishing,N,"Shortfin mako shark, 175-lb"
USA,"Tangier Sound, Somerset County",Fell overboard,Y,Remains recovered 5 days later
USA,"Bay St. Louis, Hancock County",Swimming,Y,Fishermen recovered partial remains from shark a week later
MOZAMBIQUE,Lourenco Marques,,N,Questionable
INDONESIA,Aru Islands,Hard hat diving,Y,Unknown
AUSTRALIA,Western Port Bay,Shooting sharks ,N,13' shark
AUSTRALIA,Lizard Island,Diving for beche-de-mer ,Y,Unknown
INDONESIA,40 miles from Tahane Island,The schooner Tahitienne foundered in a hurricane,Y,Unknown
AUSTRALIA,Moodie Beach,.,N,Questionable
NEW ZEALAND,Mototapu Island,Swimming,N,Questionable
AUSTRALIA,Georges River,Bathing,Y,Unknown
SOUTH AFRICA,"Battery Beach, Durban",Washing horses,Y,1.8 m to 2.7 m [6' to 9'] shark
SOUTH AFRICA,"Back Beach, Durban",Floating or standing,Y,2.4 m [8'] shark
AUSTRALIA,Geraldton,Bathing,N,Shark involvement not confirmed
AUSTRALIA,"Waverly, Sydney",Swimming,Y,Unknown
USA,"Fort Pierce, St Lucie County",Fishing,N,Unknown
EGYPT,Port Said,Human head found in shark caught by British steamer Syria,N,"Tiger shark, 3.9 m"
USA,"Atlantic City, Atlantic County",Swimming from naptha launch after a day of fishing,N,Unknown
PHILIPPINES,Manila Bay,Bathing,N,Unknown
USA,"Davis Shore, east of Beaufor, Carteret Countyt",Wading,Y,Unknown
ITALY,Naples,,N,Shark involvement prior to death was not confirmed
INDONESIA,Off Rakit Island,Jumped or fell overboard,Y,Unknown
USA,"Ocracoke, Hyde County",Fishing,Y,Unknown
USA,"Pablo Beach, Jacksonville, Duval County",Swimming,N,Unknown
SOUTH AFRICA,"Back Beach, Durban",Swimming,Y,Unknown
AUSTRALIA,Lismore,Bathing,N,5' shark
AUSTRALIA,Bridport,Bathing,N,Questionable
AUSTRALIA,Elwood,Bathing,N,Questionable
AUSTRALIA,Elwood,Bathing,N,Invalid
USA,"Cape Lookout, Carteret County",Harpooning turtles,N,20' shark
PHILIPPINES,"Inner Harbor, Olongapo",Bathing alongside US Naval ship,N,Unknown
CUBA,Havana Harbor,Lost his footing & fell overboard,Y,Unknown
CUBA,Caibarien Harbor,"Ship's boat capsized in squall, captain & 2 sailors clinging onto hull",Y,Unknown
USA,"Shrewsbury River,  Monmouth County",Sailing,N,Unknown
ITALY,Ancona,Swimming,Y,Unknown
AUSTRALIA,Brisbane,Swimming after his hat,Y,Unknown
NEW ZEALAND,Waitara,Swimming,Y,Unknown
NEW CALEDONIA,Noumea,Bathing,Y,Unknown
REUNION ISLAND,Swimming off the British steamer Troutpool,Swimming,Y,Unknown
PHILIPPINES,Tayabas,Bathing,N,Unknown
USA,"Off Diamond Head, Honolulu, O'ahu",Swimming,Y,Unknown
CUBA,Havana Harbor,Fell overboard,Y,Unknown
USA,"Atlantic City, Atlantic County",Fishing,N,9' shark
AUSTRALIA,Georges River,Swimming,Y,Unknown
MEXICO,Coatzacoalcos,Bathing,Y,Unknown
AUSTRALIA,Sydney,Suicide,Y,Unknown
AUSTRALIA,Logan River,Swimming,Y,Unknown
AUSTRALIA,"Lane Cove River, Sydney Harbor (Estuary)",,Y,Bull shark
USA,"Koko Head, south side of O'ahu Island",Fishing,Y,Unknown
NICARAGUA,Greytown,Swimming,Y,Unknown
AUSTRALIA,"Middle Harbour, Sydney ",Swimming,Y,Unknown
USA,"Near Port Lavaca, Calhoun County",Fishing,N,Unknown
ITALY,Nicotera,Swimming,Y,Unknown
CROATIA,Porec,Fishing,N,Unknown
USA,"Kalihi, O'ahu",Catching crabs,Y,Unknown
ITALY,"Galliera dock, Genoa",Fishing,N,Unknown
USA,"Atlantic City, Atlantic County",Swimming,N,Unknown
PHILIPPINES,"Near mouth of River Cumalarang, 5 miles from Port Isabela, Basilan Island",,N,Unknown
EGYPT,"Tzortzou Reef, Marsa Matruh",Sponge diving,N,Unknown
SOUTH AFRICA,Algoa Bay,Swimming,N,Questionable
NEW ZEALAND,Poverty Bay,Standing on ship deck,N,Unknown
AUSTRALIA,Kerosene Bay,Dangling feet in the water,Y,Unknown
SOUTH AFRICA,Durban,,N,Questionable
AUSTRALIA,Brisbane,Swimming,N,Unknown
AUSTRALIA,Brisbane,Bathing,N,Unknown
PHILIPPINES, Port Isabela de Basilan,Taking catch from a fish weir in which the shark was snared,N,Unknown
CYPRUS,Larnaca,Swimming,Y,2 m shark
SOUTH AFRICA,Windmill Beach,Swimming,Y,White shark
ITALY,Capo Santa Croce,Swimming,N,Questionable
PHILIPPINES,"Island of Panay, Iliolo",Swimming,N,Unknown
AUSTRALIA,Brisbane,Bathing,Y,Unknown
USA,Indian River Inlet / Fort Pierce Inlet,Bathing,N,Unknown
AUSTRALIA,"Middle Harbour, Sydney ",Bathing,Y,Unknown
SOUTH AFRICA,Three Anchor Bay,Swimming,Y,Unknown
SOUTH AFRICA,"Woodstock Beach, Cape Town",Swimming,N,Questionable
AUSTRALIA,Townsville,Swimming,N,Unknown
USA,Coddington Cove,Diving,UNKNOWN,
USA,"Waikiki Beach, Oahu",Floating,N,Unknown
USA,"Southport, Brunswick County",Bathing,N,Unknown
CROATIA,"Volosko, Opatija",Swimming,Y,Unknown
USA,"Makapu'u Point, O'ahu",Hunting seashells,N,Questionable
USA,"Bridgeport, Fairfield County", ,N,Unknown
AUSTRALIA,"Lane Cove River, Sydney Harbor (Estuary)","Standing, gathering oysters",N,Unknown
USA,"Inter-Island Dry Dock at Kakaako Street, Honolulu, O'ahu",,N,Unknown
SOUTH AFRICA,Port Elizabeth,Swimming,N,Unknown
AUSTRALIA,Tingalpa Creek,Fell into the water,N,Unknown
PHILIPPINES,Off Lubang Island,Sea Disaster,Y,Unknown
AUSTRALIA,"Governor's Reef, Port Phillip Bay",Fishing for squid,N,20' shark
LIBYA,Off Bengasi,Diving,N,Unknown
LIBYA,Off Bengasi,Sponge diving,Y,Unknown
MEXICO,Tampico,Swimming,Y,Unknown
USA,"Monterey Bay, Monterey County",Hunting sharks,Y,Basking shark
USA,"Trout River, Panama Park",Swimming,Y,3 m [10'] shark
EGYPT ,Port Said,Floating on his back,N,Unknown
EGYPT ,Port Said,Bathing,N,Unknown
EGYPT,Port Said,Bathing,N,Unknown
ITALY,Bagnara Calabra,Fishing,N,70 kg shark
NEW ZEALAND,East Cape,Attempting to land a boat from the Hinemoa,N,Shark involvement not confirmed
PHILIPPINES,Escalante,Swimming,N,Shark involvement not confirmed
ITALY,Bordighera,Bathing,Y,Unknown
AUSTRALIA,Newcastle,Bathing,N,Questionable
SOUTH AFRICA,Durban,Dangling feet in the water,N,Unknown
USA,St. John's River,Rowing,N,Unknown
USA,Near a small wreck in a channel at Indian Key,Hunting crayfish,N,1.5 m [5'] shark
AUSTRALIA,The Narrows,Fell oveboard,Y,Unknown
USA,Off Kohala,Jumped overboard,Y,Unknown
USA,"Prince's Bay, Staten Island",Swimming,N,Unknown
USA,"St. John's River, Jacksonville, Duval County",Bathing,N,Unknown
AUSTRALIA,Sydney,Swimming after their boat capsized,N,Questionable
YEMEN ,Outer Harbor,Swimming at side of small boat,Y,Unknown
YEMEN ,Sapper Bay,Standing,Y,Unknown
CUBA,Santiago de Cuba,Swimming,Y,Unknown
NEW CALEDONIA,Noumea,boat from City of Naples capsized,Y,Unknown
SRI LANKA,Colombo Harbor,Swimming,Y,Unknown
USA,Ramshorn Creek,Fishing (Seining),N,White shark
CUBA,Off Santiago de Cuba,13 men in the water after sailboat capsized & sank,Y,Unknown
JAMAICA,Kingston Harbor,Trailing hand in the water,N,Unknown
CUBA,Nuevitas Harbor,Attempting to escape by swimming to shore,Y,Unknown
USA,"a creek near Jacksonville, Duval County",,N,Unknown
YEMEN ,Harbor,Diving for coins,Y,Unknown
MEXICO,Vera Cruz Harbor,Diving,N,Questionable
MARSHALL ISLANDS,Ailuk Island,Fishing,Y,3 sharks
USA,Point Judith,Fishing,N,"13'10"" shark"
USA,"Elliott Cut, Charleston County",Standing,N,Unknown
SOUTH AFRICA,"Back Beach, Durban",Wading after stray fish from seine netter’s catch,Y,Unknown
YEMEN ,Socotra,Wreck of the steamship Sultan of Bombay,Y,Unknown
USA,30 miles south of Lynn,Fishing,Y,Unknown
EGYPT,Port Said,,UNKNOWN,Unknown
AUSTRALIA,Hobson's Bay,Fishing,N,12' to 14' shark
NEW ZEALAND,"Marine Parade, Napier, Hawke Bay",Bathing,Y,Unknown
NEW ZEALAND,Hoiktika,,Y,Unknown
AUSTRALIA,Albany,Swimming,Y,Unknown
AUSTRALIA,Esperance,Boat swamped,Y,Unknown
USA,"Kahului, Maui",Fishing,Y,Unknown
USA,Charleston,Bathing,N,Unknown
AUSTRALIA,"Johnstone's Bay, Sydney",Bathing,Y,Unknown
AUSTRALIA,"West Balmain, Sydney",Bathing,Y,Unknown
BARBADOS,Bridgetown,Diving for coins,N,Unknown
AUSTRALIA,Jervis Bay ,Fishing,Y,Unknown
CUBA,Havana Harbor,Shipwreck,N,Questionable
USA,"Near the mouth of the Cape Fear River, Brunswick County",Fishing,N,5' shark
USA,Noyes Beach,Swimming,Y,Unknown
USA,Raritan Bay,Fishing,N,Unknown
AUSTRALIA,Barrow Passage,Pearl diving,Y,Unknown
BAHAMAS,Off Gun Cay,Sea Disaster : Wreck of the Carrie E. Long,N,Unknown
NEW ZEALAND,Preservation Inlet,"""Boat accident""",Y,Unknown
SOUTH AFRICA,Mzimvubu River,"""Crossing the river""",Y,Unknown
NEW ZEALAND,Oamaru,Swimming,N,Unknown
INDONESIA,South Aroo Island,Swimming,Y,Unknown
AUSTRALIA,Burnett River,Swimming,N,Unknown
AUSTRALIA,Sydney Harbor,Swimming,Y,Unknown
AUSTRALIA,"Dampier's Creek, Broome",,N,Unknown
USA,"North Beach, St. Augustine",Fishing,N,12' shark
AUSTRALIA,Newcastle ,Bathing,N,10' to 12' shark
USA,Mobile Bay,Swimming,Y,Unknown
USA,Norfolk,Bathing,N,Unknown
FIJI,Rewa River,Dangling feet in the water,N,Unknown
USA,Rockport,Fishing,N,Unknown
USA,"Woolsey's Point, East River",Swimming,UNKNOWN,"Shovelnose shark, 5'"
USA,"Jacksonville, Duval County",Swimming / floating on his back,N,Unknown
FRANCE,"la Badine, Hyères ",Fishing,Y,1.8 m shark
USA,Anastasia Island,Bathing,UNKNOWN,Unknown
SOUTH AFRICA,Simons Town,Swimming after harpooned whale capsized boat,Y,Unknown
USA,"New Bern, Craven County",Bathing ,N,Unknown
BURMA,Amherst,Bathing,Y,Unknown
BURMA,Amherst,Bathing,Y,Unknown
INDIA,Madras Harbor,Murder,Y,Unknown
CROATIA,"Off Volusca, Opatija",small boat,N,Invalid
PHILIPPINES,Off Manila,Abandoning burning steamship Don Juan,Y,Unknown
NIGERIA,Mouth of the Nun River,A barque wrecked,Y,Unknown
LEBANON,Off Tripoli,HMS Victoria collided with the HMS Camperdown,Y,Unknown
FIJI,Between Kadavu & Beqa,Canoe swamped,Y,Unknown
CUBA,Havana Harbor,His balloon crashed in the harbor,Y,Unknown
AUSTRALIA,Torres Strait,"Boat capsized, swimming ashore",N,Unknown
AUSTRALIA,"Chimney Point, George’s Bay","Boat capsized, swimming ashore",N,Shark involvement prior to death unconfirmed
NEW ZEALAND,Downs River,Bathing,Y,Unknown
FRENCH POLYNESIA,One week out of Pápete,Murdered,Y,Unknown
EGYPT,Port Said,,UNKNOWN,Unknown
AUSTRALIA,"Wellington Point, Brisbane",Swimming,N,Unknown
USA,Velasco,,N,Unknown
FRANCE,Brest,Fishing boat,N,Invalid
CUBA,Havana Harbor,Riding a horse,Y,Unknown
NEW ZEALAND,Rockhampton,Bathing,N,Unknown
AUSTRALIA,Lake Macquarie,Fishing,N,12' shark
AUSTRALIA,Badu Island,Dress diving,Y,Unknown
