Country,Location,Activity,Fatal Y/N,Species,Latitude,Longitude
USA,"Honomuni, Moloka'i","Standing in waist-deep water, helping his father tend a gill net containing dead fish",N,"Tiger shark, 2.4 m [8']",47.378639,-120.250527
USA,"Chun's Reef, Laniakea, O'ahu",Lying on surfboard,N,"Tiger shark, 3 m to 4.9 m [10' to 16']",41.560174,-89.461597
USA,"Brevard County, a mile north of Sebastian Inlet",Surfing,N,6' to 7' blacktip shark,27.8603,-80.44727
USA,"Ano Nuevo, San Mateo County",Kayaking,N,5 m to 6 m white shark,37.1082981,-122.3368238
USA,"San Nicholas Island, Santa Barbara County",Scuba diving (submerged),N,Unidentified shark,34.53834,-120.03078
USA,"North Jetty Park, Fort Pierce, St Lucie County",Surfing,N,Unknown,27.44671,-80.32561
USA,"Kea'au Beach Park, O'ahu",Body boarding,Y,"Tiger shark, 3 m to 3.7 m [10' to 12']",38.151033,-93.704365
USA,"Castle Rock, San Miguel Island, Santa Barbara County",Hookah diving for sea urchins,N,2.5 m [8.25'] white shark,34.03972,-120.37543
USA,"Lanaikea, O'ahu",Surfing,N,"Tiger shark, 4.3 m [14']",41.560174,-89.461597
AUSTRALIA,Avalon Beach,Scuba diving,N,Grey nurse shark,-33.6365039,151.3290299
BRAZIL,"Praia de São Marcus, Sáo Luiz",Boogie boarding,N,Unknown,-10.0,-55.0
AUSTRALIA,"North Point Beach, Moreton Island",Surfing,Y,4.2 m white shark,-27.21979,153.38837
USA,"Gold Beach, Curry County",Surfing,N,4 m to 5 m [13' to 16.5']  white shark,42.4074459,-124.4217418
USA,St Lucie County,Surf fishing,N,Unknown,27.3900897,-80.457904
BAHAMAS,Double Breasted Cays ,"Snorkeling, carrying a speared fish in her hand",N,1.8 m [6'] blacktip shark,27.1941495,-78.2637418
AUSTRALIA,"Lipson Cove, Tumby Bay",Surfing,N,4 m white shark,-34.2629178,136.2605153
USA,"Twin Arches, Hana Ranch, Maui",Fell from cliff while fishing & disappeared in strong current,N,Questionable incident,36.74432,-94.529129
USA,"Klamath River, Del Norte County",Surfing,N,5.5 m to 6 m [18' to 20'] white shark,41.5176314,-124.0308575
USA,"Manalapan, Palm Beach County",Snorkeling,N,"Nurse shark, 3', 20-lb",26.5692364,-80.0447635
USA,St. Lucie County,Fisherman,N,Questionable incident,27.3900897,-80.457904
USA,"Wai'anae, O'ahu","Zosimo & his son, Jeffrey Popa, failed to return from overnight fishing trip in a 14' boat, Boat apparently sank, debris recovered but his son & boat were never found",N,Invalid,38.882352,-105.937359
USA,"Manasota Beach, Sarasota County",Standing,N,"""a small shark""",27.0106145,-82.4125962
BRAZIL,"Praia da Marcela, São Marcos Bay",Surfing,N,Unknown,-10.0,-55.0
VANUATU,"Port Sandwich, Malakula",Swimming,N,Unknown,-16.25,167.5
JAPAN,"1.5 km north of Igata-cho, 60 km south of Matsyama",Preparing to fish for jack-mackerel,N,"White shark, identification by K. Nakaya",35.68536,139.75309
USA,Wreck of the U-352 ,Scuba diving ,N,Shark involvement prior to death was not confirmed,36.998417,-76.376682
MEXICO,Isla Mujeres,Scuba diving & filming,N,Unknown,21.2371906,-86.7350001
NEW ZEALAND,"Meteorologic Station on Campbell Island, 370 nautical miles south of New Zealand",Snorkeling,N,"4 m [13'], 590-kg white shark",39.63616,-91.09597
SOUTH AFRICA,Nahoon,Surfing,N,>2 m shark,-32.8906001,27.7818353
USA,"Cannons, at Ha'ena on the north shore of Kaua'i Island","Surfing, paddling seawards",N,Tiger shark,32.239252,-85.524994
AUSTRALIA,Point Lonsdale,Surfing,N,"Bronze whaler shark, 3 m",-38.2725073,144.6136725
JAPAN,Matsuyama,Hookah diving for pen shells ,Y,"5 m [16.5'] white shark, identification by K. Nakaya",33.8395188,132.7653521
JAPAN,"Nagahama-cho, 40 km southwest of Matsuyama ","Fishing for yellowtail, Seriola quinqueradiata",N,Unknown,33.83916,132.76574
USA,"Winchester Bay, Douglas County",Surfing (sitting on his board),N,Said to involve a 6 m to 7 m [20' to 23'] white shark,43.6770608,-124.1748369
AUSTRALIA,"Clifton Beach, southwest of Hobart",Surfing,N,Questionable incident,-42.87936,147.32941
REUNION,Revine-3-Bassins,Spearfishing,N,1.8 m grey shark,-21.10084,55.60344
AUSTRALIA,Tweed Heads,Boogie boarding,N,"Bronze whaler shark, 2.3 m [7.5']",-28.1786639,153.5369986
SOUTH AFRICA,Sheffield Beach,Spearfishing,N,Possibly a 1.5 m [5'] blacktip shark,-29.4859773,31.2505367
MAURITIUS,Mahebourg,Fishing,N,Grey reef shark,-20.4111041,57.7060616
JAPAN,Kanazawa?,,N,Questionable incident,36.561627,136.6568822
USA,"Shelter Cover, north of Fort Bragg, Shelter Cove, Mendocino County",Hookah diving for sea urchins,N,6 m [20'] white shark,39.43362,-123.43155
USA,"Maliko Point, Maui","Fishing from rocks, swept out to sea by large wave & treading water",Y,"Tiger shark, 3.7 m [12']",36.74432,-94.529129
USA,Near Port Canaveral Coast Guard Base,Fishing,N,2.4 m [8'] shark,40.594347,-124.248565
AUSTRALIA,"Backbeach, Halls Head",Boogie boarding,N,"""small shark""",-32.5540348,115.681798
USA,"Horseshoe Reef, Scott Creek, Davenport, Santa Cruz County",Surfing,N,5 m to 6 m [16.5' to 20'] white shark,37.01162,-122.19191
AUSTRALIA,"Snapper Point, Aldinga Beach, Adelaide",Scuba diving,Y,4 m [13'] white shark,-38.0713479,145.1367839
AUSTRALIA,"On board the Japanese longline trawler Fukuya No.38, 100 nm northeast of Brisbane",Finning the shark that bit him,N,"3 m [10'], 270- kg [595-lb] shark",-27.8258299,153.4150453
USA,Florida Bay,Fishing,N,"Lemon shark, 30-lb",25.0004073,-80.7497882
ITALY,"Portofino, 20 miles offshore, Tigullio Bay, Santa Margherita Ligure (Liguria)",Canoeing,N,4 m [13'] white shark,44.33456,9.21204
USA,"John Pennekamp Marine Park, Monroe County",Snorkeling,N,"2.1 m [7'], 140-lb reef shark",43.16512,-77.63626
USA,150 miles from Crystal River,Swimming from makeshift raft  to life vest after fishing boat sank,N,1.8 m [6'] blacktip shark,28.90248,-82.5926
USA,"South Miami Beach, Dade County",Swimming,N,Unknown,34.85452,-85.50453
REUNION,"Ravine des Sables, Saint Leu",Surfing,N,"Tiger shark, 3 to 4 m [10' to 13']",-21.2323456,55.3055949
USA,"8.5 miles south of Ano Nuevo State Reserve, Davenport County",Surfing,N,5 m [16.5'] white shark,41.52364,-90.57764
USA,"Croatan Beach, Virginia Beach, ",Boogie boarding,N,Shark involvement not confirmed,36.8206805,-75.9728475
HONG KONG,"Basalt Island, 9km from Silverstrand",,Y,Unknown,22.32331,114.27342
HONG KONG,Sai Kung,Fishing,Y,Unknown,22.3822489,114.2728277
USA,"Tampa Bay, Hillsborough County",Swimming behind sailboat,N,2.7 m [9'] bull or lemon shark,27.6886419,-82.5723193
USA,"Ma'ili Beach, O'ahu",Sitting on surfboard,N,2.4 m [8'] shark,38.882352,-105.937359
SOUTH AFRICA,Gordon’s Bay,Scuba diving,N,"3.5 m [11.5'] female white shark named ""Notchfin""",-34.1611249,18.8686867
BRAZIL,"Praia de Pau Amarelo, Recife",Fishing,N,"170-kg, 2.8 m shark",-7.9105338,-34.8226836
USA,Baltimore Aquarium,Diving,N,7' female shark,39.2847578,-76.60769
USA,"One'ula Beach Park, 'Ewa Beach, O'ahu",Sitting on surfboard,N,"""Shark had a very large girth""",38.882352,-105.937359
AUSTRALIA,Bass Point,Scuba diving,N,"Grey nurse shark, 2 m",-34.5983333,150.8844444
USA,"Neskowin, Tillamook County",Surfing,N,5.5 m [18'] white shark,45.106302,-123.9834096
SOUTH AFRICA,Miller’s Point,Spearfishing,N,5.5 m [18'] white shark,-34.2303901,18.4765432
AUSTRALIA,Mermaid Waters,Swimming,N,Unknown,-28.052458,153.4218922
AUSTRALIA,Scarborough,Surf-skiing,N,4 m shark,-31.8959841,115.7592114
AUSTRALIA,Pelican Banks near Gladstone,Surfing (or sailboarding),N,2 m shark,-23.84852,151.25775
SOUTH AFRICA,Port Elizabeth,,N,Questionable incident,-33.9618359,25.6186512
AUSTRALIA,Nerang River,Swimming ,N,1.5 m shark,-28.1229791,153.2350904
USA,"Monastery Beach, Carmel Bay, Monterey County",Scuba diving (but on surface),N,4 m to 5 m [13' to 16.5'] white shark,36.54329,-121.95468
USA,"Spanish River Park Beach, Palm Beach County",Surfing,N,5' shark,26.3821522,-80.0683001
AUSTRALIA,Goolwa Beach,Surfing,N,Unknown,-35.5141519,138.7609568
USA,"North end of County Beach, Palm Beach County",Surfing,N,4' spinner shark,26.64757,-80.43651
USA,"Hanalei Point, Kaua'i",Surfing,N,"Tiger shark, 3.7 m [12']",20.927488,-156.366755
SOUTH AFRICA,Oudekraal,Spearfishing,N,5 m  [16.5'] white shark,-33.9873953,18.3497776
USA,"Russian Gulch, Jenner, Sonoma County","Free diving / spearfishing, from paddleboard & floating on the surface",N,White shark,38.44964,-123.11556
USA,"Trinidad State Beach, Humboldt County",Kayaking,N,2.5 m to 3 m [8.25' to 10']  white shark,41.065402,-124.1503472
USA,"Juno Beach / North Palm Beach, Palm Beach County",SCUBA diving,N,Shark involvement prior to death could not be determined,26.81756,-80.08199
USA,"Trinidad Head, Humboldt County",Surfing,N,5 m to 6 m [16.5' to 20'] white shark,41.0541494,-124.1519489
USA,"Near Port Aransas, Nueces County",Wade fishing,N,Unknown,27.83392,-97.0611
USA,"Mustang Island State Park, Nueces County",Wading,N,Unknown,27.6767695,-97.1860675
SOUTH AFRICA,Protea Reef,Fishing,N,"6 m, 600-kg shark",-29.0,24.0
AUSTRALIA,Outer Barrier Reef near Port Douglas,Snorkeling,N,2 m hammerhead,-16.48383,145.46725
SOUTH AFRICA,Cintsa East,Resting on surfboard,N,"5.5 m [18'] white shark, identified by  tooth marks",-32.8297222,28.1105556
AUSTRALIA,Greenmount Beach,Surfing,N,"Tiger shark, 3 m",-28.1659065,153.5421183
AUSTRALIA,"Dingo Reef, 80 nm off Townsville",Free diving for trochus,Y,Unknown,-29.3192342,151.0952973
REUNION,Baie de la Mare,Surfing,N,3 m [10'] bull shark,-20.95316,55.35527
USA,"Mokapu, Kane'ohe Marine Air Corps Station, O'ahu",Scuba diving & spearfishing,Y,Two sharks seen in vicinity: 2.4 m & 4.25 m  [8' & 14'] TL,38.882352,-105.937359
USA,"Monster Hole, Sebastian Inlet, Indian River County",Board sailing,N,Unknown,27.8603,-80.44727
USA,"Montera Beach, San Mateo County",Surfing (sitting on his board),N,3 m to 4 m [10' to 13'] white shark,37.43621,-122.35566
USA,"Pensacola, Escambia County",Surfing,UNKNOWN,Unknown,30.421309,-87.2169149
USA,"90 miles east of Hilo, Hawai'i",On board 51' fishing vessel One Ki,N,Unknown,20.237166,-155.830656
AUSTRALIA,Gove Peninsula near Darwin,,UNKNOWN,"Tiger shark, 2m",-12.46113,130.84185
AUSTRALIA,Kilcunda,Surfing,N,White shark,-38.55727,145.505856
USA,"Ehukai Beach Park, Sunset Beach, O'ahu","Wading, knocked down & swept away by large waves",N,Shark involvement prior to death was not confirmed,41.972088,-116.114756
AUSTRALIA,Edith Falls,Swimming,N,Unknown,-14.181079,132.1908695
AUSTRALIA,Shelly Point ,Surfing,N,2.7 m [9'] white shark,-35.5437806,150.3920202
USA,Surfside Beach,Surfing,N,4' shark,28.950706,-95.2874288
USA,"Between Wrightsville Beach & Carolina Beach, New Hanover County",Diving,N,Shark involvement suspected but not confirmed,34.2085,-77.79637
AUSTRALIA,"Surfers Point, Phillip Island",Surfing,UNKNOWN,White shark,-38.48349,145.23102
SOUTH AFRICA,"Smitswinkel, False Bay",Free diving,N,"White shark, identified by tooth pattern",-27.97768,32.39786
USA,"Gulf of Mexico, 22 miles from Pensacola","Fishing, stepped on hooked shark's head",N,150-lb shark,47.907588,-118.293692
USA,"Off Palos Verdes Estates, Los Angeles",Observing a shark feeding on a carcass of a humpback whale,N,4 to 5 m white shark,33.80057,-118.39007
USA,"Southeast Farallon Island, Farallon Islands",Hookah diving for abalone (descending),N,4 m to 5 m [13' to 16.5']  white shark,37.73326,-123.03444
USA,24 km off Santa Catalina Island in the Channel Islands,Filming 5' blue shark,N,Blue Shark,26.651023,-98.565867
AUSTRALIA,SeaWorld Theme Park,Feeding fish,N,Grey nurse shark,-32.9152,151.7179
BAHAMAS,Highborn Cay,Spearfishing,N,Unknown,25.04082,-77.37122
REUNION,Temple Tamoule,Surfing,Y,Unknown,-21.10084,55.60344
USA,"Anahola, Kaua'i",Fell off surfboard 20' from shore,N,Unknown,20.927488,-156.366755
ITALY,"Marinella, between Punta Blanca & Marine del Carrara ",Windsurfing (urinating on his board),N,3 m [10'] white shark,16.43333,-86.35
USA,"Pacific Beach, Grays Harbor County",Surfing (lying prone on his board),N,White shark,47.2090696,-124.200381
USA,"Monterey Bay, Monterey County",,N,5 m to 7 m white shark,36.7999557,-121.9010668
USA,"Ho'okipa Beach, Pa'ia, Maui",Paddling on surfboard,N,Unknown,36.74432,-94.529129
USA,"Kekaha Beach, Kaua'i",Paddling on surfboard,N,Unknown,20.927488,-156.366755
AUSTRALIA,"Waitpinga Beach, near Victor Harbor, Encounter Bay",Surfing,Y,2 m [6.75'] white shark,-35.57419,138.60055
SOUTH AFRICA,Richards Bay,Windsurfing,N,Unknown,-28.7707857,32.0577775
ITALY,"Golfo di Baratti, near Piombino (Tuscany)","Scuba diving, but swimming on surface",Y,6 m [20'] white shark,42.9906334,10.5017421
USA,"Latigo Point / Paradise Cove, west of Malibu, Los Angeles County",Kayaking,N,Invalid,34.00501,-118.81009
USA,"Latigo Point / Paradise Cove,west of Malibu, Los Angeles County",Kayaking,Y,5 m [16.5'] white shark,34.00501,-118.81009
USA,"Waialua Beach, Moloka'i",Body boarding,N,1.8 m to 2.4 m [6' to 8'] hammerhead shark,47.378639,-120.250527
USA,"Wailua, Kaua'i",Swimming in strong current with 3 others when he disappeared,Y,Unknown,20.925084,-156.36912
AUSTRALIA,"Half Tide Beach, Evans Head",Surfing with dolphins,N,"Tiger shark, 4 m [13']",-29.11777,153.43072
PAPUA NEW GUINEA,Kavieng,"Scuba diving, hand feeding sharks",N,7' silvertip shark,-2.573474,150.795224
CHILE,Valpariso,Skindiving,Y,16' white shark,-30.0,-71.0
AUSTRALIA,"Off North Keppel Island, off Yeppoon","The Christie V sank on 11/6/1988, survivors were adrift on a dinghy",Y,Unknown,-23.1774861,150.9416423
USA,"Indian Beach, Ecola State Park, just north of Cannon Beach, Clatsop County ",Surfing (sitting on his board),N,5.5 m to 6 m [18' to 20']  white shark,45.89177,-123.96153
AUSTRALIA,Phillip Island,Surfing,N,7' shark,-38.5071781,145.1888103
USA,"Fort Pierce, St. Lucie County ",Surfing,N,1.2 m to 1.5 m [4' to 5'] shark,27.4467056,-80.3256056
USA,"Playalinda, Brevard County",Surfing,N,1.2 m to 1.5 m [4' to 5'] shark,28.6773237,-80.6472179
AUSTRALIA,Moama Beach,Surfing,N,Unknown,-36.1213119,144.7528867
PAPUA NEW GUINEA,Between Nago and Makau,Diving,Y,Unknown,-6.0,147.0
USA,"Shell Island Panama City Beach, Bay County",Walking,N,1.8 m [6'] shark,30.17659,-85.80549
USA,New Orleans,Diving in Sharkey's Reef restaurant’s aquarium,N,"Tiger shark, 1.8 m [6']",29.9759983,-90.0782127
ITALY,Ippocampo,,N,Unknown,45.5379104,9.4219995
JAPAN,Ogasawara Islands,,N,Unknown,24.78033,141.3205867
SOUTH AFRICA,Sculphoek,Spearfishing,N,White shark,-29.0,24.0
USA,"Ocracoke, Hyde County",Scuba diving,N,Sandtiger shark,35.1145966,-75.9809118
USA,"Sea Pines Beach Club, Hilton Head, Beaufort County",Sittting in water with his child,N,Sand shark?,32.1249294,-80.7868069
USA,"Paradise Beach Park, Brevard County",Surfing,N,Unknown,28.30031,-80.70121
REUNION,Embouchure de l'étang du Gol,pêcheur de bichiques,Y,Unknown,-21.27592,55.40144
USA,"North of Morro Rock, San Luis Obispo County",Surfing,N,White shark,35.36942,-120.86768
USA,"Waihe'e, Maui",Onboard 21' powerboat that capsized in rough seas,N,Shark involvement prior to death was not confirmed,20.9054705,-156.4869319
SOUTH AFRICA,La Lucia,,N,Shark involvement prior to death was not confirmed,-29.7547222,31.0594444
USA,"Running Waters Beach, Ninini Point, Kaua'i",Body surfing,N,Unknown,20.927488,-156.366755
REUNION,Pic du Diable,Surfing,N,Unknown,-21.10084,55.60344
SOUTH AFRICA,"Brighton Beach, Durban",,N,"Raggedtooth shark, 2 m",-29.9383333,31.0025
AUSTRALIA,18 km west of Bunbury,Drift fishing,N,"Mako shark, 3 m [10'], 200-kg [441-lb]",-34.9958472,138.6275175
SOUTH AFRICA,Struisbaai,Attempting to lasso shark's tail,N,1.5 m copper shark,-34.8041134,20.0541365
SOUTH AFRICA,Great Brak River,"Returning to shore, collided with shark",N,6 m shark,-34.0425,22.2313889
AUSTRALIA,Sydney,Surfing,N,Wobbegong shark,-33.8698439,151.2082848
PHILIPPINES,Off Manila,Ferry boat Dona Paz with 4431 passengers exploded & caught fire when she collided with an  oil tanker ,Y,Unknown,14.6042,120.9822
AUSTRALIA,Shoalhaven,,N,Shark involvement prior to death was not confirmed,-35.1415724,150.3916941
USA,"North of Jupiter Inlet, Palm Beach County",Surfing,N,Unknown,26.94478,-80.07199
SOUTH AFRICA,St. Lucia,,N,Shark involvement prior to death was not confirmed,-28.3769444,32.4141667
USA,"Davenport Light, San Mateo County",Surfing,N,2 m [6.75'] shark,37.43621,-122.35566
SOUTH AFRICA,"Seal Island, False Bay",Spearfishing,N,White shark,-27.97768,32.39786
DOMINICAN REPUBLIC,Mona Passage,"Vessel caught fire & capsized, survivors in the water",Y,40 to 50 sharks attacked survivors in the water,18.5,-67.75
AUSTRALIA,"Merino Rocks, Adelaide",Scuba Diving for scallops,Y,White shark,-34.92866,138.59863
SOUTH AFRICA,Still Bay,Surfing,N,3.5 m [11.5']  white shark,-34.37904,21.41722
USA,"Satellite  Beach, Brevard County",Wading,N,1.2 m to 1.5 m [4' to 5'] shark,28.1760051,-80.5904623
USA,"Tunitas Beach, San Mateo County",Surfing (sitting on his board),N,5.7 m white shark,37.3556454,-122.4010163
USA,"Mustang Island, near Port Aransas",Body surfing,N,4' shark,27.83392,-97.0611
USA,Winyah Bay,Dropping anchor,N,12' shark,33.2662776,-79.233105
BAHAMAS,Sampson Cay,Snorkeling,N,Unknown,24.2120984,-76.4776968
USA,"Nest Key, Monroe County",Fishing,N,1.5 m [5'] blacktip shark,43.16512,-77.63626
USA,"St Augustine, St. Johns County",Surfing,N,Unknown,29.8946952,-81.3145395
SOUTH AFRICA,Port Shepstone,Fishing,N,Shark involvement prior to death was not confirmed,-30.742778,30.450556
USA,"Kailua-Kona, Hawai'i",Swimming from shore to anchored sailboat,Y,Unknown,19.641941,-155.996933
VANUATU,Vao Island,Swimming,Y,4.3 m shark,-15.8979367,167.3090989
AUSTRALIA,Fourth Beach / Twilgth Beach,Surfing,N,"Bronze whaler shark, 2 m to 3 m",-33.27443,151.54614
SOUTH AFRICA,Eerste River,Spearfishing,N,>2.5 m [8.25'] white shark,-34.0199638,18.7562159
MONTENEGRO,"Mogren Beach, Budva",Jumped into the water from a cliff,N,Doubtful / Unconfirmed attack / Unable to verify in local records,42.28639,18.84
ITALY,"Marciana Marina, Isola d'Elba",Boat,N,White shark,42.77663,10.27788
SOUTH AFRICA,Agulhas Banks,Spearfishing,N,"Raggedtooth shark, 2.5 m [8.25']",-35.5,21.0
SOUTH AFRICA,SAOU Strand,Body boarding,Y,3 m [10'] white shark,-34.10687,18.82751
BAHAMAS,Off Cay Sal  Banks,Adrift after ditching plane in the sea,N,Unknown,25.04082,-77.37122
USA,"Monastery Beach, Carmel River State Park, Monterey Peninsula, Monterey California",Free diving  & spearfishing (submerged),N,5 m to 6 m [16.5' to 20'] white shark,36.60024,-121.89468
SOUTH AFRICA,Platbank,Spearfishing,N,Invalid,-34.0458897,22.8376684
NEW CALEDONIA,I'le Ouen,Spearfishing,N,Tiger shark,-22.43333,166.8
USA,"Indiatlantic, Brevard County",Surfing,N,Unknown,28.1002928,-80.5733857
SOUTH AFRICA,Umhlanga,NSB Meshing,N,"Raggedtooth shark, 1.96 m, 140-kg",-31.4642677,27.2136813
SOUTH AFRICA,St. Michaels,Racing ski,N,1.6 m shark,-25.8932651,25.6552937
AUSTRALIA,"Direction Island, Cocos Islands",,UNKNOWN,Unknown,-12.0907502,96.8860578
USA,"Pinellas Point, Tampa Bay",,N,Shark involvement prior to death was not confirmed,27.9902893,-82.7380026
USA,"Ormond Beach / Daytona Beach, Volusia County",Surfing,N,Unknown,29.3086077,-81.0711671
USA,"Masonboro Inlet, New Hanover County",Surfing,N,Unknown,34.1848928,-77.8122048
SOUTH AFRICA,Reef on seaward side of Geyser Island,Spearfishing,N,Invalid,-34.6897,19.41369
AUSTRALIA,"North Head, Sydney Harbour",Scuba diving,N,Wobbegong shark,-33.820842,151.2870299
FRANCE,Gruissan,,N,Unknown,43.107039,3.0864971
AUSTRALIA,3 km west of Rottnest Island,Fishing,N,Tooth fragment of a white shark recovered. Authorities believed shark was 6 m [20']  total length,-28.2855003,149.4158787
USA,"Kaliiwi, Kauai","Fishing, fell from rocks & disappeared",Y,Unknown,20.927488,-156.366755
SPAIN,Lloret-de-Mar,Diving,N,2 m shark,41.6973503,2.8392392
SPAIN,Tarifa ,Windsurfing,N,3.5 m white shark,36.0129082,-5.6050213
SOUTH AFRICA,"The Fence, King's Beach, Port Elizabeth",Surfing,N,2 m [6.75'] shark,-33.91799,25.57007
AUSTRALIA,Jan Juc Beach,Surfing,N,"Bronze whaler shark, 3.5 m",-38.3475077,144.3058093
SOUTH AFRICA,Garvies Beach,Surfing,N,Unknown,-29.0,24.0
USA,New Hanover County,,N,Sandtiger shark,34.2751052,-77.8818627
AUSTRALIA,Gladstone,Fishing,N,1m shark,-23.8431724,151.256132
USA,5 miles south of Redondo Beach,Fishing,N,Unknown,33.84918,-118.38841
USA,"Point Conception, Santa Barbara County",Diving for abalone (Hookah),N,2 m to 2.5 m [6.75'  to 8.25'] sixgill or sevengill shark,34.4486,-120.47155
USA,"Little Glass Shacks, Princeville, Kaua'i",Body boarding,N,"Thought to involve a Tiger shark,  3.7 m [12']",20.927488,-156.366755
USA,"Barbers Point, O'ahu",Floating on inner tube after diving for lobster,N,1.8 m to 2.4 m [6' to 8'] shark,38.882352,-105.937359
USA,"Elephant Rock near Tomales Point, Marin County",Free diving & spearfishing (descending),N,4 m to 5 m [13' to 16.5'] white shark,38.2327,-122.9875
